player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Coby White,whiteco01,2021,RS,CHI,1076,484,-1.316619226,-3.530242467,-4.846861693,-1.952421968,-1.546929184,-3.499351153,-1.482395388,-3.367187684,-4.849583072,-0.5207688496,-0.5207688496,0,-2.829390677,-2.430730468,-5.260121145,0.4534746833
Cody Martin,martico01,2020,RS,CHA,1858,903,-1.98613155,4.167230777,2.181099228,-0.45420403,3.007430343,2.553226313,-1.756826125,4.248436483,2.491610358,2.412441549,2.412441549,0,-1.806891759,3.185172612,1.378280853,-0.1024862719
Cody Martin,martico01,2021,RS,CHA,267,125,0.7724906412,2.228558751,3.001049392,-1.658206516,0.6608924671,-0.9973140493,0.4048647196,2.066588299,2.471453019,0.3314980321,0.3314980321,0,0.8475826284,0.8850655349,1.732648163,-0.4595987572
Cody Zeller,zelleco01,2014,PO,CHA,106,53,-4.516877829,-5.931526447,-10.44840428,-7.977967587,-11.70607401,-19.6840416,-5.432165445,-7.524195655,-12.9563611,-0.284037174,0,-0.284037174,-5.368735887,-8.097679152,-13.46641504,-0.19691402
Cody Zeller,zelleco01,2014,RS,CHA,2864,1416,-0.7660143,-0.164563013,-0.930577314,-3.491874502,-0.25983547,-3.751709972,-1.350666429,-0.216939996,-1.567606425,0.861539341,0.861539341,0,-1.783186553,-0.491490476,-2.274677029,0.822725536
Cody Zeller,zelleco01,2015,RS,CHA,2935,1487,-0.562977562,2.03692278,1.473945218,1.555986546,1.836815307,3.392801853,-0.110467517,2.107309063,1.996841546,3.604943419,3.604943419,0,-0.305452127,2.163895868,1.858443742,0.097710858
Cody Zeller,zelleco01,2016,PO,CHA,277,137,-0.61834937,-5.929849105,-6.548198475,1.0504272,11.55850696,12.60893416,-0.264389311,-2.608198518,-2.872587829,-0.008992508,0,-0.008992508,-2.438558333,-3.725751617,-6.16430995,1.670442972
Cody Zeller,zelleco01,2016,RS,CHA,3603,1774,-1.873800425,1.997747987,0.123947562,2.604644758,-0.230517745,2.374127013,-1.058775744,1.638439342,0.579663598,3.016358994,3.016358994,0,-1.158539981,1.832024336,0.673484355,0.087468068
Cody Zeller,zelleco01,2017,RS,CHA,3460,1725,-2.311789194,0.796638078,-1.515151117,1.951256089,3.329034148,5.280290237,-1.576323628,1.384166627,-0.192157001,2.246437134,2.246437134,0,-2.169774954,1.6360127,-0.533762254,-0.205132044
Cody Zeller,zelleco01,2018,RS,CHA,1304,627,-1.422534119,1.42668057,0.004146451,0.147156374,3.521347899,3.668504273,-1.210322204,1.976184001,0.765861797,1.132114903,1.132114903,0,-1.66562556,1.300260787,-0.365364773,0.653268746
